,user,regularitynbFollowing,nbVideos,regularitynbCatchup,regularitynbIndependant,intensitybinge,intensityregular,orderseq,orderjump,orderoutOfOrder,pcaInput,_1,_2,features,prediction
437,c1b850ff-362a-890f-0c23-014773bb,0.16666666666666666,12.0,0.8333333333333334,0.0,0.9166666666666666,0.08333333333333333,0.9166666666666666,0.0,0.0,"[0.16666666666666666,0.8333333333333334,0.0,0.9166666666666666,0.08333333333333333,0.9166666666666666,0.0,0.0]",0.5660692414018544,-0.7842409253293404,"[0.5660692414018544,-0.7842409253293404]",1
438,c24334a0-477a-6656-021d-668ba57f,0.0,7.0,0.0,1.0,1.0,0.0,0.8571428571428571,0.0,0.0,"(8,[2,3,5],[1.0,1.0,0.8571428571428571])",0.817366861404793,0.4396367211675296,"[0.817366861404793,0.4396367211675296]",2
439,c3385c79-a01d-377d-9eac-6cf460e9,0.125,8.0,0.125,0.75,0.75,0.25,0.75,0.125,0.0,"[0.125,0.125,0.75,0.75,0.25,0.75,0.125,0.0]",0.427442928684076,0.26328927100980676,"[0.427442928684076,0.26328927100980676]",2
440,c9f74898-df82-973e-76ca-08186d7c,0.16666666666666666,6.0,0.8333333333333334,0.0,1.0,0.0,0.8333333333333334,0.0,0.0,"(8,[0,1,3,5],[0.16666666666666666,0.8333333333333334,1.0,0.8333333333333334])",0.666707815420482,-0.7932427754054454,"[0.666707815420482,-0.7932427754054454]",1
441,cc1e5f29-a1bd-4a13-5c8d-dbcaa11b,0.16666666666666666,6.0,0.6666666666666666,0.16666666666666666,0.8333333333333334,0.16666666666666666,0.5,0.3333333333333333,0.0,"[0.16666666666666666,0.6666666666666666,0.16666666666666666,0.8333333333333334,0.16666666666666666,0.5,0.3333333333333333,0.0]",0.47083123122055426,-0.43543224347378745,"[0.47083123122055426,-0.43543224347378745]",1
442,ce280b9f-f7cf-eef4-dd34-fdc44bfe,0.25,4.0,0.25,0.5,0.0,1.0,0.0,0.5,0.25,"[0.25,0.25,0.5,0.0,1.0,0.0,0.5,0.25]",-0.5359015918872357,0.403234465193283,"[-0.5359015918872357,0.403234465193283]",0
443,ce4913ec-b21e-60b6-d455-4bc5b2b4,0.75,4.0,0.25,0.0,0.0,1.0,0.25,0.25,0.25,"[0.75,0.25,0.0,0.0,1.0,0.25,0.25,0.25]",-0.8721852302472182,-0.1511329685111262,"[-0.8721852302472182,-0.1511329685111262]",3
444,ceff0481-0e5a-e1d8-5361-b5ba2a52,0.6666666666666666,9.0,0.0,0.3333333333333333,0.3333333333333333,0.6666666666666666,0.4444444444444444,0.3333333333333333,0.1111111111111111,"[0.6666666666666666,0.0,0.3333333333333333,0.3333333333333333,0.6666666666666666,0.4444444444444444,0.3333333333333333,0.1111111111111111]",-0.424653394766636,0.1104779973414218,"[-0.424653394766636,0.1104779973414218]",0
445,cf23b843-3219-15e7-f878-361bbfeb,0.16666666666666666,6.0,0.8333333333333334,0.0,1.0,0.0,0.3333333333333333,0.3333333333333333,0.16666666666666666,"[0.16666666666666666,0.8333333333333334,0.0,1.0,0.0,0.3333333333333333,0.3333333333333333,0.16666666666666666]",0.6751536715327566,-0.6541010150815161,"[0.6751536715327566,-0.6541010150815161]",1
446,d0fe3bbe-eeeb-e784-986f-51c01c74,1.0,6.0,0.0,0.0,0.0,1.0,0.8333333333333334,0.0,0.0,"(8,[0,4,5],[1.0,1.0,0.8333333333333334])",-1.049790185834228,-0.22592559800865306,"[-1.049790185834228,-0.22592559800865306]",3
447,d2a78c5a-c501-ea53-1bcf-2fedb47d,0.4444444444444444,9.0,0.1111111111111111,0.4444444444444444,0.0,1.0,0.3333333333333333,0.1111111111111111,0.4444444444444444,"[0.4444444444444444,0.1111111111111111,0.4444444444444444,0.0,1.0,0.3333333333333333,0.1111111111111111,0.4444444444444444]",-0.6419646368720768,0.3133768165661391,"[-0.6419646368720768,0.3133768165661391]",0
448,d41a406c-81b7-dca2-962a-a408e155,0.25,4.0,0.75,0.0,1.0,0.0,0.5,0.25,0.0,"[0.25,0.75,0.0,1.0,0.0,0.5,0.25,0.0]",0.6112477576710671,-0.6809628156581395,"[0.6112477576710671,-0.6809628156581395]",1
449,d424420a-72ee-7166-ac7e-9b96c0e6,0.125,8.0,0.0,0.875,0.5,0.5,0.25,0.375,0.25,"[0.125,0.0,0.875,0.5,0.5,0.25,0.375,0.25]",0.15332677933293154,0.6387163973746077,"[0.15332677933293154,0.6387163973746077]",2
450,d4ca59b9-1058-6388-4cc5-e58c2290,0.8333333333333334,6.0,0.0,0.16666666666666666,0.0,1.0,0.8333333333333334,0.0,0.0,"(8,[0,2,4,5],[0.8333333333333334,0.16666666666666666,1.0,0.8333333333333334])",-0.9362869286421796,-0.06431719753495005,"[-0.9362869286421796,-0.06431719753495005]",3
451,d5d7fee4-5428-bea3-17aa-30fb97f1,0.0,5.0,0.0,1.0,0.0,1.0,0.4,0.2,0.2,"[0.0,0.0,1.0,0.0,1.0,0.4,0.2,0.2]",-0.35455388231400925,0.8614446717643353,"[-0.35455388231400925,0.8614446717643353]",0
452,d6458839-e410-c16f-44d7-7aad9b6b,0.09090909090909091,11.0,0.9090909090909091,0.0,1.0,0.0,0.9090909090909091,0.0,0.0,"(8,[0,1,3,5],[0.09090909090909091,0.9090909090909091,1.0,0.9090909090909091])",0.713284110450711,-0.8320952549181779,"[0.713284110450711,-0.8320952549181779]",1
453,d80b6775-ae61-8dae-98ce-99412037,0.25,4.0,0.75,0.0,1.0,0.0,0.75,0.0,0.0,"(8,[0,1,3,5],[0.25,0.75,1.0,0.75])",0.61547389088723,-0.7505050479414397,"[0.61547389088723,-0.7505050479414397]",1
454,d89aba44-424b-9d5d-5dd4-f1fbabf1,0.18181818181818182,11.0,0.8181818181818182,0.0,1.0,0.0,0.9090909090909091,0.0,0.0,"(8,[0,1,3,5],[0.18181818181818182,0.8181818181818182,1.0,0.9090909090909091])",0.6554812115227965,-0.8028819350538854,"[0.6554812115227965,-0.8028819350538854]",1
455,d92b593e-555f-9b3b-4007-752ea02c,0.0,8.0,0.0,1.0,1.0,0.0,0.875,0.0,0.0,"(8,[2,3,5],[1.0,1.0,0.875])",0.8169914186582209,0.43621696739858584,"[0.8169914186582209,0.43621696739858584]",2
456,d964c832-c32d-77ff-672a-1cf12f7e,0.1111111111111111,9.0,0.8888888888888888,0.0,1.0,0.0,0.4444444444444444,0.3333333333333333,0.1111111111111111,"[0.1111111111111111,0.8888888888888888,0.0,1.0,0.0,0.4444444444444444,0.3333333333333333,0.1111111111111111]",0.7046160544214274,-0.6980657613729183,"[0.7046160544214274,-0.6980657613729183]",1
457,daf25c41-8b84-6414-7646-b7df2abd,0.125,8.0,0.875,0.0,1.0,0.0,0.875,0.0,0.0,"(8,[0,1,3,5],[0.125,0.875,1.0,0.875])",0.692324777687108,-0.8146116391374483,"[0.692324777687108,-0.8146116391374483]",1
458,db98a0d9-3d4f-4219-b27d-74a44a01,1.0,5.0,0.0,0.0,0.0,1.0,0.6,0.2,0.0,"(8,[0,4,5,6],[1.0,1.0,0.6,0.2])",-1.0524702659468905,-0.16390827181331796,"[-1.0524702659468905,-0.16390827181331796]",3
459,dd30c478-d26e-3f37-f395-b912bead,0.1111111111111111,9.0,0.8888888888888888,0.0,1.0,0.0,0.7777777777777778,0.1111111111111111,0.0,"[0.1111111111111111,0.8888888888888888,0.0,1.0,0.0,0.7777777777777778,0.1111111111111111,0.0]",0.6989854836799108,-0.7908269349222046,"[0.6989854836799108,-0.7908269349222046]",1
460,de14f7c6-1844-4e1b-bb5c-16ceef86,1.0,5.0,0.0,0.0,0.0,1.0,0.6,0.2,0.0,"(8,[0,4,5,6],[1.0,1.0,0.6,0.2])",-1.0524702659468905,-0.16390827181331796,"[-1.0524702659468905,-0.16390827181331796]",3
461,dfc849d9-7793-4345-d533-579da01b,0.2727272727272727,11.0,0.0,0.7272727272727273,0.7272727272727273,0.2727272727272727,0.8181818181818182,0.09090909090909091,0.0,"[0.2727272727272727,0.0,0.7272727272727273,0.7272727272727273,0.2727272727272727,0.8181818181818182,0.09090909090909091,0.0]",0.3053767147267647,0.2722158880695912,"[0.3053767147267647,0.2722158880695912]",2
462,e091c85e-d8a5-ed63-dfdb-631d4614,0.75,4.0,0.0,0.25,0.0,1.0,0.5,0.25,0.0,"[0.75,0.0,0.25,0.0,1.0,0.5,0.25,0.0]",-0.8820093671116486,0.10198808590693913,"[-0.8820093671116486,0.10198808590693913]",3
463,e3485d79-4f92-1fff-4e64-56943e9b,0.4,10.0,0.6,0.0,0.6,0.4,0.5,0.2,0.2,"[0.4,0.6,0.0,0.6,0.4,0.5,0.2,0.2]",0.0558060847264282,-0.4998813104727653,"[0.0558060847264282,-0.4998813104727653]",4
464,e65e8c36-5f2d-131d-9602-cd643f97,0.0,8.0,0.0,1.0,1.0,0.0,0.0,0.0,0.875,"(8,[2,3,7],[1.0,1.0,0.875])",0.8909150957608041,0.679915583116114,"[0.8909150957608041,0.679915583116114]",2
465,e74ddfe8-97b1-613e-1495-f884f58c,1.0,4.0,0.0,0.0,0.0,1.0,0.5,0.25,0.0,"(8,[0,4,5,6],[1.0,1.0,0.5,0.25])",-1.0522642528997215,-0.14042451480361542,"[-1.0522642528997215,-0.14042451480361542]",3
466,e88cc767-fc0d-54d4-243a-4479ebf9,0.14285714285714285,7.0,0.2857142857142857,0.5714285714285714,1.0,0.0,0.8571428571428571,0.0,0.0,"[0.14285714285714285,0.2857142857142857,0.5714285714285714,1.0,0.0,0.8571428571428571,0.0,0.0]",0.7071675966843999,-0.06774102819548336,"[0.7071675966843999,-0.06774102819548336]",1
467,e9822752-a8af-cf42-1ddc-d2518ca8,0.2222222222222222,9.0,0.5555555555555556,0.2222222222222222,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.2222222222222222,"[0.2222222222222222,0.5555555555555556,0.2222222222222222,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.2222222222222222]",0.25785087007030205,-0.24468372795007443,"[0.25785087007030205,-0.24468372795007443]",4
468,e99d6a57-d572-b7f6-34cf-3ac76f24,1.0,6.0,0.0,0.0,0.0,1.0,0.8333333333333334,0.0,0.0,"(8,[0,4,5],[1.0,1.0,0.8333333333333334])",-1.049790185834228,-0.22592559800865306,"[-1.049790185834228,-0.22592559800865306]",3
469,eb9864df-c827-4027-9de4-5829eee9,0.2727272727272727,11.0,0.6363636363636364,0.09090909090909091,0.7272727272727273,0.2727272727272727,0.2727272727272727,0.09090909090909091,0.5454545454545454,"[0.2727272727272727,0.6363636363636364,0.09090909090909091,0.7272727272727273,0.2727272727272727,0.2727272727272727,0.09090909090909091,0.5454545454545454]",0.32270322652686484,-0.3974115871470456,"[0.32270322652686484,-0.3974115871470456]",1
470,eba3b0ea-3aeb-a6e3-8df6-742db8a0,0.14285714285714285,7.0,0.42857142857142855,0.42857142857142855,1.0,0.0,0.7142857142857143,0.14285714285714285,0.0,"[0.14285714285714285,0.42857142857142855,0.42857142857142855,1.0,0.0,0.7142857142857143,0.14285714285714285,0.0]",0.6982972841401309,-0.2124307413692314,"[0.6982972841401309,-0.2124307413692314]",1
471,ebdd7e01-09f4-dbf1-8a08-602d0001,1.0,4.0,0.0,0.0,0.0,1.0,0.5,0.25,0.0,"(8,[0,4,5,6],[1.0,1.0,0.5,0.25])",-1.0522642528997215,-0.14042451480361542,"[-1.0522642528997215,-0.14042451480361542]",3
472,ed71098a-9600-3bac-4cca-70ce0496,1.0,4.0,0.0,0.0,0.0,1.0,0.5,0.25,0.0,"(8,[0,4,5,6],[1.0,1.0,0.5,0.25])",-1.0522642528997215,-0.14042451480361542,"[-1.0522642528997215,-0.14042451480361542]",3
473,ed71bd28-a732-78c0-de66-e32f77c8,1.0,4.0,0.0,0.0,0.0,1.0,0.5,0.25,0.0,"(8,[0,4,5,6],[1.0,1.0,0.5,0.25])",-1.0522642528997215,-0.14042451480361542,"[-1.0522642528997215,-0.14042451480361542]",3
474,edcaf7c0-7593-61d2-f4e9-689b8340,0.3333333333333333,6.0,0.6666666666666666,0.0,1.0,0.0,0.3333333333333333,0.16666666666666666,0.3333333333333333,"[0.3333333333333333,0.6666666666666666,0.0,1.0,0.0,0.3333333333333333,0.16666666666666666,0.3333333333333333]",0.586079812709514,-0.6004859662396506,"[0.586079812709514,-0.6004859662396506]",1
475,ef70bde5-8a4d-68a0-4f26-e5253d2c,0.25,4.0,0.75,0.0,1.0,0.0,0.25,0.25,0.25,"[0.25,0.75,0.0,1.0,0.0,0.25,0.25,0.25]",0.6323688082718051,-0.6113346397388457,"[0.6323688082718051,-0.6113346397388457]",1
476,f2a9ccb0-9831-6d2a-6254-8f0366c9,0.16666666666666666,6.0,0.16666666666666666,0.6666666666666666,0.6666666666666666,0.3333333333333333,0.6666666666666666,0.16666666666666666,0.0,"[0.16666666666666666,0.16666666666666666,0.6666666666666666,0.6666666666666666,0.3333333333333333,0.6666666666666666,0.16666666666666666,0.0]",0.2984694651013625,0.21362613100774902,"[0.2984694651013625,0.21362613100774902]",2
477,f4bf52fc-cffa-0f52-f4f9-2eff92fc,0.25,4.0,0.75,0.0,1.0,0.0,0.0,0.0,0.75,"(8,[0,1,3,7],[0.25,0.75,1.0,0.75])",0.6788370426894442,-0.5416205201835584,"[0.6788370426894442,-0.5416205201835584]",1
478,f5196f35-183f-1d55-1883-5fef618e,0.0,4.0,0.0,1.0,0.0,1.0,0.5,0.25,0.0,"(8,[2,4,5,6],[1.0,1.0,0.5,0.25])",-0.37124470974743046,0.8292258880386028,"[-0.37124470974743046,0.8292258880386028]",0
479,f6956137-aec3-29d6-ad64-d870e209,0.42857142857142855,7.0,0.2857142857142857,0.2857142857142857,0.42857142857142855,0.5714285714285714,0.7142857142857143,0.14285714285714285,0.0,"[0.42857142857142855,0.2857142857142857,0.2857142857142857,0.42857142857142855,0.5714285714285714,0.7142857142857143,0.14285714285714285,0.0]",-0.16790326000577235,-0.1338864894318825,"[-0.16790326000577235,-0.1338864894318825]",4
480,f6c2c059-c90e-1566-cc25-b0823249,0.1,10.0,0.9,0.0,1.0,0.0,0.9,0.0,0.0,"(8,[0,1,3,5],[0.1,0.9,1.0,0.9])",0.7076949550470836,-0.8274329573766501,"[0.7076949550470836,-0.8274329573766501]",1
481,f6cd37ab-4add-fb6f-20c2-2374f109,0.0,5.0,0.0,1.0,1.0,0.0,0.8,0.0,0.0,"(8,[2,3,5],[1.0,1.0,0.8])",0.8185682781938237,0.4505799332281496,"[0.8185682781938237,0.4505799332281496]",2
482,f83fd099-8c89-2894-3a91-bb38be88,0.375,8.0,0.625,0.0,0.75,0.25,0.75,0.125,0.0,"[0.375,0.625,0.0,0.75,0.25,0.75,0.125,0.0]",0.2345942154233881,-0.6246217903754661,"[0.2345942154233881,-0.6246217903754661]",1
483,f8c2bef5-12f7-05a2-39e8-43daff7b,0.0,6.0,0.0,1.0,0.5,0.5,0.16666666666666666,0.16666666666666666,0.5,"[0.0,0.0,1.0,0.5,0.5,0.16666666666666666,0.16666666666666666,0.5]",0.2639730835831766,0.779578438873964,"[0.2639730835831766,0.779578438873964]",2
484,f8f5aa96-ff9b-eb8f-c3dc-06293d3f,0.0,4.0,0.0,1.0,0.75,0.25,0.0,0.5,0.25,"[0.0,0.0,1.0,0.75,0.25,0.0,0.5,0.25]",0.5356287784487644,0.7437499872606139,"[0.5356287784487644,0.7437499872606139]",2
485,fcb83a6e-9298-b96c-29e5-c217b27f,0.14285714285714285,7.0,0.14285714285714285,0.7142857142857143,0.5714285714285714,0.42857142857142855,0.5714285714285714,0.14285714285714285,0.14285714285714285,"[0.14285714285714285,0.14285714285714285,0.7142857142857143,0.5714285714285714,0.42857142857142855,0.5714285714285714,0.14285714285714285,0.14285714285714285]",0.2147180311468358,0.32458237038768006,"[0.2147180311468358,0.32458237038768006]",2
486,ff3d026c-5e45-1835-2b58-e6308d38,0.25,4.0,0.75,0.0,1.0,0.0,0.25,0.25,0.25,"[0.25,0.75,0.0,1.0,0.0,0.25,0.25,0.25]",0.6323688082718051,-0.6113346397388457,"[0.6323688082718051,-0.6113346397388457]",1
487,ff549000-a9c8-4964-1ece-6923a32e,0.6,5.0,0.4,0.0,0.6,0.4,0.8,0.0,0.0,"[0.6,0.4,0.0,0.6,0.4,0.8,0.0,0.0]",-0.08277374744184013,-0.5277977122273116,"[-0.08277374744184013,-0.5277977122273116]",4
